Hour,Bus,Load,Voltage,Carbon Intensity,Generation,Cost,Emissions
4,7,-0.0,9.43971712293569,,1700.0,11197.119700000001,0.0
4,8,-204.792535049516,-12.97590232193761,,0.0,0.0,0.0
4,9,-0.0,15.659223115013447,,0.0,0.0,0.0
4,10,-0.0,6.424434345914051,,0.0,0.0,0.0
4,11,-125.20690205934784,13.063258613779908,,0.0,0.0,0.0
4,12,-0.0,6.35982140059059,,0.0,0.0,0.0
4,13,-199.9285026855226,5.175200174897327,,0.0,0.0,0.0
4,14,-0.0,-7.833600893005496,,0.0,0.0,0.0
4,15,-0.0,0.3414017301402055,,0.0,0.0,0.0
4,16,-229.86746051217176,-9.99983385100495,,0.0,0.0,0.0
4,17,-0.0,0.7499613717955071,,0.0,0.0,0.0
4,18,-0.0,6.36294346289651,,0.0,0.0,0.0
4,19,-53.38694832617604,6.506153233844088,,0.0,0.0,0.0
4,20,-99.29335032703807,-12.43373427131155,,0.0,0.0,0.0
4,21,-0.0,-0.769984322716482,,0.0,0.0,0.0
4,22,357.45,2.7072739550785627,,0.0,0.0,0.0
4,23,-7.212185919024725,-15.380175181504455,,0.0,0.0,0.0
4,24,-0.0,25.64760504991864,,0.0,0.0,0.0
4,25,-0.0,-2.3572228342673043,,0.0,0.0,0.0
4,26,-337.2116230278886,-7.496029370493488,,0.0,0.0,0.0
4,27,-0.0,-4.7784445547440555,,0.0,0.0,0.0
4,28,-253.181270808554,-0.3930920198035892,,0.0,0.0,0.0
4,29,-0.0,-0.23871475148189347,,0.0,0.0,0.0
4,30,-0.0,15.659223115013447,,0.0,0.0,0.0
4,31,-170.9120337554929,-10.880576529845712,,0.0,0.0,0.0
4,32,-303.50723325049285,16.078232372005004,,0.0,0.0,0.0
4,33,-248.3172384445606,-10.145048831764143,,0.0,0.0,0.0
4,34,-0.0,3.5592757944832556,,0.0,0.0,0.0
4,35,-189.78112482270876,-6.165383342799032,,0.0,0.0,0.0
4,36,-0.0,-12.9266986673465,,0.0,0.0,0.0
4,37,-0.0,-1.2038490114064189,,0.0,0.0,0.0
4,38,-0.0,-6.259519566097879,,0.0,0.0,0.0
4,39,-0.0,-7.452633920562221,,0.0,0.0,0.0
4,40,-248.90427683331842,-9.518141717271646,,0.0,0.0,0.0
4,41,-282.0300144846529,-8.476603153452743,,0.0,0.0,0.0
4,42,-0.0,-3.4919194768590387,,100.0,1676.2466,22117.258754613464
4,43,-327.48355829990174,-9.309059995386633,,0.0,0.0,0.0
4,44,-31.029171977199397,15.659223115013447,,0.0,0.0,0.0
4,45,-0.0,-10.139157046549371,,21.23,588.22028936,7761.28067581985
4,46,-344.92698470870573,-10.354276701968047,,0.0,0.0,0.0
4,47,-291.51487759444007,6.53817864744633,,0.0,0.0,0.0
4,48,-0.0,26.685181287844898,,0.0,0.0,0.0
4,49,-0.0,-1.267181769857416,,0.0,0.0,0.0
4,50,-0.0,-6.099288854486076,,0.0,0.0,0.0
4,51,-0.0,-0.8318384949234314,,0.0,0.0,0.0
4,52,-186.76207025195419,-4.351085155038163,,0.0,0.0,0.0
4,53,-0.0,0.9920243301457958,,0.0,0.0,0.0
4,54,-0.0,-0.8318384949234314,,0.0,0.0,0.0
4,55,456.66,-4.928781917275046,,0.0,0.0,0.0
4,56,-0.0,19.264234766960726,,1200.0,10077.9996,0.0
4,57,-0.0,-4.285809371678624,,0.0,0.0,0.0
4,58,-298.53417947144436,1.5153738946537487,,0.0,0.0,0.0
4,59,-0.0,2.562074947418296,,0.0,0.0,0.0
4,60,-0.0,18.824972832924686,,0.0,0.0,0.0
4,61,-274.14692754990494,-5.167922718828777,,0.0,0.0,0.0
4,62,-0.0,-5.947406635590596,,0.0,0.0,0.0
4,63,-0.0,8.190520546530024,,0.0,0.0,0.0
4,64,-0.0,-6.067221439036075,,0.0,0.0,0.0
4,65,-0.0,-6.259519566097879,,100.0,2076.0836999999997,27392.914854613467
4,66,179.73,2.722824230149854,,0.0,0.0,0.0
4,67,-445.8975875750519,-11.490824886219343,,0.0,0.0,0.0
4,68,-0.0,38.16949048783863,,0.0,0.0,0.0
4,69,-0.0,0.7357171229377855,,0.0,0.0,0.0
4,70,114.36,0.7950614651490469,,0.0,0.0,0.0
4,71,-0.0,19.20297283292166,,600.0,13510.674,304652.45294117654
4,72,-32.991557448189845,6.139842908436549,,0.0,0.0,0.0
4,73,-0.0,-0.6178873063472565,,0.0,0.0,0.0
4,74,-0.0,-0.448522678547306,,0.0,0.0,0.0
4,75,-0.0,-4.351085155038163,,0.0,0.0,0.0
4,76,-0.0,18.12065019835427,,0.0,0.0,0.0
4,77,-534.9764699377038,-7.862207126352587,,0.0,0.0,0.0
4,78,-0.0,-9.953026092174696,,0.0,0.0,0.0
4,79,-0.0,1.5475708662852412,,0.0,0.0,0.0
4,80,1299.13,58.304706357841496,,0.0,0.0,0.0
4,81,-0.0,6.449479142145719,,90.0682149129309,2816.5495385292315,37163.00151710265
4,82,-0.0,7.702323069184786,,0.0,0.0,0.0
4,83,-0.0,2.868287469536881,,0.0,0.0,0.0
4,84,-776.4924493353701,-15.426531111108488,,0.0,0.0,0.0
4,85,-0.0,11.91967016592389,,0.0,0.0,0.0
4,86,-0.0,-0.3692808917403454,,0.0,0.0,0.0
4,87,-0.0,0.8437759722146438,,0.0,0.0,0.0
4,88,-15.028182752200358,-12.086335497791879,,0.0,0.0,0.0
4,89,-0.0,19.214972832924104,,600.0,10593.2064,238866.41882352944
5,1,-0.0,0.0,,0.0,0.0,0.0
5,2,23.43,-1.121747316312394,,0.0,0.0,0.0
5,3,-80.00928950656358,-8.290888424307923,,0.0,0.0,0.0
5,4,-0.0,19.082915801773197,,0.0,0.0,0.0
5,5,-0.0,18.72863904153928,,0.0,0.0,0.0
5,6,-244.33033289853384,3.5996459692978533,,0.0,0.0,0.0
5,7,-0.0,9.484530847505084,,1700.0,11197.119700000001,0.0
5,8,-202.05034640644078,-12.734239925193833,,0.0,0.0,0.0
5,9,-0.0,15.607484570718952,,0.0,0.0,0.0
5,10,-0.0,6.3555472612788435,,0.0,0.0,0.0
5,11,-123.5303714925537,12.76601248064253,,0.0,0.0,0.0
5,12,-0.0,5.774317580842762,,0.0,0.0,0.0
5,13,-197.25144383003885,5.283272208369453,,0.0,0.0,0.0
5,14,-0.0,-7.631205012250575,,0.0,0.0,0.0
5,15,-0.0,0.4450613720109686,,0.0,0.0,0.0
5,16,-226.7895165847888,-9.805365240667015,,0.0,0.0,0.0
5,17,-0.0,0.745255319881835,,0.0,0.0,0.0
5,18,-0.0,6.294686054956401,,0.0,0.0,0.0
5,19,-52.67209276099107,6.584894731087843,,0.0,0.0,0.0
5,20,-97.96380431827433,-12.20844154401857,,0.0,0.0,0.0
5,21,-0.0,-0.6815466390980873,,0.0,0.0,0.0
5,22,357.45,2.802884170319885,,0.0,0.0,0.0
5,23,-7.11561416500979,-15.107036731249536,,0.0,0.0,0.0
5,24,-0.0,25.599410949202138,,0.0,0.0,0.0
5,25,-0.0,-2.2550845316582127,,0.0,0.0,0.0
5,26,-332.69633206400425,-7.401330484688515,,0.0,0.0,0.0
5,27,-0.0,-4.628393517821678,,0.0,0.0,0.0
5,28,-249.79115307168087,-0.2765120518306503,,0.0,0.0,0.0
5,29,-0.0,-0.22856425993086305,,0.0,0.0,0.0
5,30,-0.0,15.607484570718952,,0.0,0.0,0.0
5,31,-168.6235077708134,-10.677264603538788,,0.0,0.0,0.0
5,32,-299.4432467975225,16.01867765802308,,0.0,0.0,0.0
5,33,-244.99225049527897,-9.953812026215019,,0.0,0.0,0.0
5,34,-0.0,3.668394412874477,,0.0,0.0,0.0
5,35,-187.23994017926927,-6.089674659800949,,0.0,0.0,0.0
5,36,-0.0,-12.685668234014884,,0.0,0.0,0.0
